type,squareMeters,floor,floorCount,centreDistance,poiCount,ownership,hasBalcony,hasElevator,price
blockOfFlats,52.8,1,3,0.98,28,condominium,yes,no,559000
blockOfFlats,57.78,2,10,1.43,17,condominium,yes,yes,598000
blockOfFlats,70,3,3,3.72,6,condominium,yes,no,589000
blockOfFlats,62,2,4,2.6,8,condominium,yes,no,619000
blockOfFlats,36.8,10,10,1.18,18,condominium,no,yes,370000
,83.5,3,4,1.64,9,cooperative,yes,no,680000
blockOfFlats,75,3,4,3.94,19,condominium,yes,no,629000
blockOfFlats,46.73,2,4,2.62,32,condominium,yes,no,485000
blockOfFlats,37.3,6,10,3.14,3,condominium,yes,yes,398000
blockOfFlats,58,6,10,1.8,21,condominium,yes,yes,499000
blockOfFlats,67.8,4,4,2.14,27,condominium,yes,no,515000
blockOfFlats,70.75,2,2,6.25,18,condominium,no,yes,749000
blockOfFlats,43,1,4,1.53,11,condominium,yes,no,445000
blockOfFlats,42.86,1,4,2.33,17,condominium,yes,no,449000
blockOfFlats,50,3,4,2.61,31,condominium,yes,no,485000
blockOfFlats,58,9,11,1.81,14,condominium,yes,no,439000
blockOfFlats,62,,4,2.33,17,condominium,no,no,444000
blockOfFlats,74,4,4,2.72,12,cooperative,yes,no,589000
blockOfFlats,67.93,2,2,1.5,24,condominium,yes,no,590000
tenement,48.87,3,3,0.95,33,condominium,no,no,480000
,56.6,,1,2.17,5,condominium,no,no,599000
blockOfFlats,45.91,4,4,1.96,16,condominium,no,no,360000
blockOfFlats,51.23,,6,3.66,15,condominium,yes,yes,691605
blockOfFlats,54,4,4,2.75,2,condominium,yes,no,459000
blockOfFlats,68.99,3,4,6.47,3,condominium,yes,yes,719000
,54.9,,3,2.34,4,condominium,yes,no,518000
,64.96,2,3,2.85,3,condominium,no,no,599000
,41.8,3,3,2.66,10,condominium,yes,no,399000
,59.9,4,4,2.61,18,cooperative,yes,yes,551080
blockOfFlats,58.95,3,4,1.13,18,condominium,yes,no,549000
blockOfFlats,61.25,4,4,2.43,17,condominium,yes,no,559000
blockOfFlats,40,3,3,2.66,10,condominium,no,no,439000
blockOfFlats,38.5,7,10,2.66,10,cooperative,yes,yes,399000
blockOfFlats,48.2,2,4,2.14,27,condominium,yes,no,470000
blockOfFlats,62.2,3,4,2.66,10,cooperative,yes,no,580000
blockOfFlats,46.6,4,4,2.66,10,condominium,yes,no,456000
blockOfFlats,53,4,4,3.01,17,condominium,yes,no,529000
blockOfFlats,46.1,3,6,6.25,18,condominium,yes,yes,545000
blockOfFlats,63,3,4,0.93,23,cooperative,yes,no,555000
blockOfFlats,50.2,,4,2.78,2,cooperative,yes,no,425000
blockOfFlats,86.3,,2,5.3,5,cooperative,yes,no,713000
blockOfFlats,77.9,,4,1.58,15,cooperative,yes,no,559000
blockOfFlats,36,2,2,2.71,20,condominium,no,no,385000
blockOfFlats,60.4,3,4,4.82,9,cooperative,yes,no,529000
blockOfFlats,48.5,3,3,3.23,34,condominium,yes,no,449000
blockOfFlats,62.1,,4,0.52,61,cooperative,no,no,439000
blockOfFlats,76,5,5,1.17,20,condominium,yes,yes,995000
blockOfFlats,55,1,4,2.95,15,cooperative,yes,no,549000
blockOfFlats,46,2,4,1.36,18,cooperative,no,no,459000
blockOfFlats,72.2,2,4,1.68,19,cooperative,yes,no,629000
blockOfFlats,83,2,2,2.5,1,condominium,no,no,719000
blockOfFlats,60.69,3,4,2.61,31,cooperative,yes,no,549000
blockOfFlats,50.95,,4,4.85,7,condominium,yes,no,549000
blockOfFlats,47.9,3,4,2.66,10,cooperative,yes,no,439000
,74,6,8,5.58,10,condominium,no,yes,815000
,69.6,3,3,2.84,15,cooperative,no,no,535000
,44.8,1,4,2.85,3,condominium,yes,yes,580000
,46,1,2,3.29,2,condominium,no,no,460000
blockOfFlats,55,,3,2.84,15,condominium,no,no,525000
blockOfFlats,39,3,5,1.78,19,condominium,yes,yes,395000
,54.64,2,3,4.3,2,condominium,yes,no,440000
,128.25,2,2,3.94,19,condominium,yes,no,950000
blockOfFlats,61,2,3,2.11,8,condominium,yes,no,650000
blockOfFlats,105.6,3,4,0.14,81,condominium,yes,no,699000
blockOfFlats,32.3,2,4,2.14,9,condominium,no,no,360000
tenement,81.69,1,3,1.1,32,condominium,yes,no,730000
tenement,81.84,2,3,1.1,32,condominium,yes,no,715000
tenement,71.76,3,4,1.1,39,condominium,yes,no,619000
,47.8,4,4,3.79,13,condominium,yes,no,499000
blockOfFlats,60.19,2,4,3.91,8,condominium,yes,no,600000
blockOfFlats,45.27,3,4,1.81,21,condominium,yes,no,345000
,64,7,13,1.21,21,condominium,yes,yes,896000
blockOfFlats,44,1,3,3.6,5,condominium,yes,yes,580000
blockOfFlats,32,1,4,2.07,11,condominium,no,,350000
blockOfFlats,65.9,11,11,3.47,18,condominium,yes,yes,479000
blockOfFlats,73.13,1,6,5.22,1,condominium,yes,yes,885000
blockOfFlats,66,4,4,3.85,21,cooperative,yes,no,520000
blockOfFlats,63,4,6,3.33,5,condominium,yes,yes,560000
blockOfFlats,56,9,10,2.39,17,cooperative,yes,yes,645000
blockOfFlats,46,1,3,2.92,2,condominium,no,no,455000
,45,,10,2.91,13,condominium,yes,no,399900
,39,5,10,3.14,17,cooperative,yes,no,385000
,46,2,4,2.67,18,condominium,no,no,385000
,36.47,4,4,2.33,17,condominium,no,no,335000
,59.5,3,4,4.44,17,condominium,yes,no,499900
,53.75,4,4,1.28,15,condominium,yes,yes,499000
blockOfFlats,57,1,3,2.51,30,condominium,yes,no,624000
tenement,90.83,4,4,0.95,62,condominium,no,no,950000
tenement,40.15,3,3,1.1,32,condominium,yes,no,399000
blockOfFlats,60.2,3,4,2.67,16,condominium,yes,no,485000
blockOfFlats,48.2,2,4,3.73,8,condominium,yes,no,470000
blockOfFlats,36.72,5,10,2.03,13,condominium,no,yes,399000
,90.15,1,3,0.86,63,condominium,yes,no,1126875
blockOfFlats,67,1,3,3.34,8,condominium,yes,no,735000
apartmentBuilding,45.77,6,8,1.08,37,condominium,no,yes,663665
blockOfFlats,52,2,3,1.79,14,condominium,no,no,565000
,52.91,7,10,1.37,21,condominium,yes,yes,489000
,49.46,2,2,1.37,21,condominium,no,no,430000
blockOfFlats,48.4,3,10,2.66,10,condominium,yes,yes,480000
blockOfFlats,69.7,5,10,3.21,9,condominium,yes,yes,480000
blockOfFlats,30,3,3,2.92,7,condominium,yes,yes,350000
blockOfFlats,38.7,7,10,2.17,4,condominium,yes,yes,420000
blockOfFlats,54.8,3,3,2.98,8,condominium,yes,no,575000
blockOfFlats,29.5,1,6,6.47,3,condominium,yes,yes,394900
blockOfFlats,100,3,4,3.32,20,cooperative,yes,no,749000
blockOfFlats,46.1,3,6,6.47,3,condominium,yes,yes,545000
blockOfFlats,63.2,2,4,2.49,3,cooperative,yes,no,625000
blockOfFlats,67.63,3,4,2.77,13,condominium,yes,no,590000
,54,,4,4.82,8,condominium,yes,no,660000
,46.06,,2,2.21,30,condominium,no,no,450000
,117.9,3,3,2.85,3,condominium,yes,no,820000
blockOfFlats,48.3,1,4,2.66,10,cooperative,yes,no,520000
blockOfFlats,62.4,4,4,0.54,44,cooperative,yes,no,540000
blockOfFlats,53,9,10,2.66,10,cooperative,yes,yes,480000
,47.5,3,3,3.83,19,condominium,yes,no,530000
blockOfFlats,35,3,4,6.47,3,condominium,yes,yes,475000
,53,8,10,2.83,16,condominium,yes,yes,499000
blockOfFlats,62.91,4,4,2.12,13,condominium,yes,no,487000
blockOfFlats,34.06,3,3,2,15,condominium,no,yes,374000
blockOfFlats,62,3,4,5.55,12,condominium,yes,yes,756000
blockOfFlats,53.21,1,3,2.2,26,condominium,no,no,439000
blockOfFlats,40.8,3,4,6.25,18,condominium,yes,yes,529000
blockOfFlats,47.24,2,11,3.64,8,condominium,yes,yes,519000
blockOfFlats,33.69,,5,6.28,18,condominium,yes,yes,480000
blockOfFlats,77.5,3,3,3.45,3,condominium,no,no,835000
blockOfFlats,48.39,3,4,3.52,24,condominium,yes,no,445000
blockOfFlats,39.02,1,10,4.61,9,cooperative,no,yes,355000
blockOfFlats,47,4,4,2.66,10,condominium,yes,no,456000
,61.39,1,10,4.39,9,condominium,yes,yes,549000
,57.7,4,6,1.9,18,condominium,yes,yes,629000
,58.9,1,4,3.87,16,condominium,yes,no,569000
blockOfFlats,41.25,,5,5.1,8,condominium,yes,yes,550000
blockOfFlats,54,5,12,2.3,8,condominium,yes,yes,739900
blockOfFlats,46.6,4,4,2.66,10,cooperative,yes,no,456000
blockOfFlats,47.8,7,10,2.66,10,condominium,yes,yes,425000
blockOfFlats,47,3,3,3.34,8,condominium,no,yes,549000
blockOfFlats,63.2,2,4,2.61,2,condominium,yes,no,625000
,40.56,1,2,0.91,24,condominium,yes,no,567000
tenement,63.56,1,1,0.95,41,condominium,yes,no,939800
,57.9,,4,2.09,9,condominium,no,no,549000
blockOfFlats,82.07,1,7,3.85,2,condominium,yes,yes,865000
blockOfFlats,46.7,,10,2.49,22,cooperative,no,yes,420000
blockOfFlats,48.9,4,4,3.94,19,condominium,yes,no,499000
blockOfFlats,60,1,2,2.38,17,condominium,no,no,540000
tenement,58.06,,3,0.95,41,condominium,no,no,549000
blockOfFlats,62.5,7,10,3.94,19,cooperative,yes,yes,689000
blockOfFlats,60.5,3,4,3.83,19,condominium,yes,no,529000
,69.6,3,3,2.66,10,condominium,yes,no,535000
blockOfFlats,47.7,,4,0.14,81,cooperative,yes,no,430000
blockOfFlats,37.71,4,10,1.79,14,condominium,no,yes,349000
,85,5,6,5.22,1,condominium,yes,no,990000
blockOfFlats,61,3,4,3.27,15,condominium,yes,no,649000
blockOfFlats,60.77,3,6,3.88,19,condominium,yes,yes,720000
,54,2,4,0.43,89,condominium,yes,yes,675000
blockOfFlats,62.5,3,3,2.53,12,cooperative,yes,no,610000
blockOfFlats,58.2,4,4,5.09,9,condominium,yes,no,450000
blockOfFlats,63.15,3,3,1.91,15,condominium,yes,no,579000
,76.22,3,3,2.41,6,condominium,no,no,648000
blockOfFlats,37,6,10,2.66,10,condominium,yes,yes,449000
blockOfFlats,49.1,6,10,3.94,19,cooperative,yes,yes,420000
blockOfFlats,63.1,2,2,3.81,5,condominium,yes,no,599500
blockOfFlats,67.18,2,4,6.47,3,condominium,yes,yes,869000
blockOfFlats,66.07,2,4,0.88,36,condominium,yes,no,699000
blockOfFlats,38.72,2,10,3.77,8,cooperative,yes,yes,360000
blockOfFlats,73,2,3,0.97,49,condominium,yes,no,699000
blockOfFlats,101.05,5,5,5.93,13,condominium,yes,yes,949000
blockOfFlats,66,,3,5.43,2,condominium,no,yes,695000
blockOfFlats,40.19,1,3,6.25,18,condominium,no,yes,542600
blockOfFlats,47,3,3,2.85,3,condominium,yes,yes,549000
blockOfFlats,70,3,3,2.66,10,condominium,yes,no,535000
blockOfFlats,36.49,,5,6.25,18,condominium,yes,yes,474370
blockOfFlats,49.5,2,3,1.33,34,condominium,yes,no,520000
blockOfFlats,48.8,2,9,3.62,20,condominium,yes,yes,495000
blockOfFlats,48.97,2,5,2.66,11,condominium,yes,yes,680650
blockOfFlats,48,4,4,2.66,10,cooperative,yes,no,485000
blockOfFlats,39.57,2,4,4.08,10,condominium,no,no,419000
blockOfFlats,40.48,2,5,4.28,0,condominium,yes,yes,599000
blockOfFlats,69.6,3,3,2.66,10,condominium,yes,no,534900
blockOfFlats,57.7,1,10,3.54,8,condominium,yes,yes,519000
blockOfFlats,79.3,2,3,3.49,17,condominium,yes,no,660000
blockOfFlats,46.49,,4,1.91,19,condominium,no,no,375000
blockOfFlats,37.28,4,10,2.3,8,condominium,yes,yes,524990
blockOfFlats,51.61,1,4,6.47,3,condominium,yes,yes,584000
blockOfFlats,51.7,2,4,2.98,8,condominium,yes,no,506660
,49.27,,5,4.3,2,condominium,yes,yes,629000
blockOfFlats,48.46,,8,5.48,4,condominium,yes,yes,559000
blockOfFlats,71,1,5,3.84,3,condominium,no,yes,800000
,49.88,4,6,3.76,2,condominium,yes,no,598500
blockOfFlats,58,,4,3.71,8,condominium,no,no,690000
blockOfFlats,46.59,3,3,3.34,8,condominium,yes,no,549000
blockOfFlats,59,7,10,1.24,17,condominium,yes,no,650000
blockOfFlats,60.75,1,4,0.95,41,condominium,yes,no,455000
,66.03,3,3,5.13,2,condominium,yes,yes,692655
apartmentBuilding,44.62,1,7,0.54,44,condominium,yes,yes,550000
blockOfFlats,70,3,3,2.66,10,condominium,yes,no,535000
blockOfFlats,61.39,4,5,6.47,3,condominium,yes,yes,760000
blockOfFlats,56.6,10,10,2.39,23,condominium,yes,yes,474000
blockOfFlats,54.94,1,6,1.79,14,condominium,yes,yes,549345
blockOfFlats,62.8,,4,6.47,3,condominium,yes,no,679000
blockOfFlats,58.48,1,3,3.72,8,condominium,yes,yes,799000
blockOfFlats,45.68,2,4,1.4,21,condominium,no,no,469000
blockOfFlats,31.25,,4,5.09,6,condominium,yes,yes,435000
,56.79,2,2,6.71,11,condominium,yes,yes,639000
blockOfFlats,66.82,1,4,4.23,5,condominium,yes,no,721656
blockOfFlats,50.3,,6,1.71,16,condominium,yes,no,578000
blockOfFlats,61.1,3,4,3.51,8,condominium,no,,549000
blockOfFlats,67.8,1,3,2.98,8,condominium,yes,no,610000
blockOfFlats,77,4,4,5.48,4,condominium,no,,554400
blockOfFlats,73,3,4,2.98,8,condominium,no,,579000
blockOfFlats,48.33,,11,2.61,31,condominium,yes,yes,495000
blockOfFlats,46.99,4,4,3.94,19,condominium,yes,no,435000
blockOfFlats,39.7,,10,2.27,26,condominium,no,yes,349000
blockOfFlats,62,6,10,1.8,21,condominium,yes,yes,550000
blockOfFlats,101.05,5,5,5.84,14,condominium,yes,yes,949000
,80,2,4,1.08,45,condominium,yes,no,779000
,78.3,2,4,1.08,45,condominium,yes,no,739000
,49,3,5,4.3,2,condominium,yes,yes,619000
,35,3,4,2.66,10,condominium,yes,yes,359000
blockOfFlats,68,3,3,2.6,25,condominium,no,no,649000
blockOfFlats,36.72,5,10,2.04,13,condominium,no,yes,399000
,52,5,5,1.24,13,condominium,yes,yes,729000
blockOfFlats,43.6,3,3,2.92,7,condominium,yes,yes,459000
blockOfFlats,62.89,,3,2.17,7,condominium,yes,yes,629000
blockOfFlats,56,8,10,1.76,27,condominium,yes,yes,475000
blockOfFlats,55,2,6,6.47,3,condominium,yes,yes,675000
blockOfFlats,67.18,2,4,6.47,3,condominium,yes,yes,869000
,63,3,4,1.51,21,cooperative,yes,no,598500
blockOfFlats,65.5,1,3,3.24,18,cooperative,yes,no,699000
blockOfFlats,48.51,,4,2.75,4,condominium,yes,no,599000
blockOfFlats,53,2,6,3.73,17,condominium,no,yes,579000
blockOfFlats,57,,4,2.53,12,condominium,no,,585000
blockOfFlats,65.9,11,11,3.94,19,condominium,yes,yes,480000
blockOfFlats,59,1,3,2.71,4,condominium,no,no,565000
tenement,54.6,3,3,1.21,25,condominium,yes,no,699000
blockOfFlats,76.22,3,3,2.39,7,condominium,no,no,648000
blockOfFlats,65.5,1,4,5.79,13,condominium,yes,yes,769000
blockOfFlats,66,1,3,5.51,6,condominium,no,yes,729000
blockOfFlats,76.22,3,3,2.35,2,condominium,yes,no,698000
,39.72,,5,4.91,3,condominium,no,yes,396803
blockOfFlats,50.6,3,3,3.53,5,condominium,yes,no,549000
blockOfFlats,45,3,10,2.25,4,cooperative,yes,yes,469500
blockOfFlats,42.9,3,3,2.2,5,condominium,no,no,340000
,81.2,3,3,5.02,10,cooperative,no,no,587000
blockOfFlats,47.5,1,4,4,22,condominium,yes,no,569000
blockOfFlats,56.89,1,3,6.47,3,condominium,yes,yes,774000
blockOfFlats,57.29,,3,6.47,3,condominium,yes,yes,773000
blockOfFlats,37.24,2,3,0.95,41,condominium,yes,no,390000
blockOfFlats,77.51,3,3,3.5,5,condominium,yes,no,835000
blockOfFlats,60,3,4,2.46,28,cooperative,yes,no,579000
blockOfFlats,33,2,4,1.74,15,condominium,no,no,399977
blockOfFlats,47,3,3,2.37,18,condominium,yes,no,429000
blockOfFlats,65.4,3,4,2.66,10,cooperative,yes,no,635000
blockOfFlats,38,4,10,2.43,30,cooperative,no,yes,349000
tenement,73.7,2,3,1.23,18,condominium,yes,no,639000
blockOfFlats,64,4,4,4.54,9,condominium,yes,no,518000
blockOfFlats,56,2,4,2.43,30,condominium,yes,no,480000
apartmentBuilding,34.5,,,1.75,16,condominium,no,,498000
blockOfFlats,48.28,2,3,3.12,15,condominium,yes,no,499000
blockOfFlats,63,4,4,2.01,15,condominium,yes,no,540000
blockOfFlats,62.5,7,10,3.88,19,condominium,yes,yes,689000
blockOfFlats,62,3,4,0.88,35,condominium,yes,no,557000
,73.65,2,2,6.2,0,condominium,yes,no,499000
blockOfFlats,60.86,4,4,3.6,8,condominium,yes,no,499000
blockOfFlats,28.04,1,4,2.85,3,condominium,yes,yes,374000
blockOfFlats,89.4,3,3,5.12,4,condominium,yes,no,749000
blockOfFlats,55.63,,4,2.55,28,condominium,no,,529000
blockOfFlats,47.28,6,10,1.81,29,condominium,yes,yes,515000
blockOfFlats,39.9,10,10,1.79,14,condominium,yes,yes,335000
,43.6,1,4,2.27,40,condominium,yes,no,409000
blockOfFlats,47.1,6,8,3.17,3,condominium,no,yes,459000
blockOfFlats,66.63,,3,5.86,18,condominium,yes,yes,866190
blockOfFlats,59.39,,6,2.85,3,condominium,yes,yes,608582
,90.5,2,3,2.17,6,condominium,no,no,899000
,45,,3,6.47,3,condominium,no,yes,580500
,43.44,2,3,2.27,33,condominium,yes,no,405000
blockOfFlats,66,3,10,2.61,26,condominium,yes,yes,550000
blockOfFlats,50,,5,0.64,50,condominium,yes,yes,650000
,62,1,3,4.38,3,condominium,yes,no,650000
,48.7,2,4,3.94,19,condominium,yes,no,459000
blockOfFlats,61.7,,4,5.38,3,condominium,yes,yes,635000
,60,3,4,0.14,81,condominium,no,,650000
tenement,62,4,4,0.71,81,condominium,yes,no,699000
blockOfFlats,116.32,4,4,2.87,15,cooperative,yes,no,869000
,29.5,1,4,6.25,18,condominium,yes,yes,394000
apartmentBuilding,78.9,,3,0.95,41,condominium,yes,yes,790000
tenement,46,1,3,2.18,6,condominium,yes,no,485000
blockOfFlats,51,3,3,5.12,12,condominium,yes,no,550000
blockOfFlats,56.6,10,10,2.31,23,condominium,yes,yes,475000
,46.73,2,5,2.55,24,cooperative,yes,no,485000
,43,1,5,1.6,14,cooperative,yes,no,445000
,46,1,3,2.19,6,condominium,yes,no,485000
blockOfFlats,61.1,,8,3.03,15,condominium,yes,yes,495000
apartmentBuilding,49.81,2,4,2.3,8,condominium,yes,yes,697000
blockOfFlats,53.4,2,4,2.17,17,condominium,yes,no,495000
blockOfFlats,38,4,4,4.44,9,cooperative,yes,no,420000
blockOfFlats,70,2,10,2.39,48,condominium,yes,yes,590000
,61,,5,2.99,24,cooperative,no,yes,565000
blockOfFlats,31.25,,5,5.09,6,condominium,yes,yes,434900
blockOfFlats,52,3,4,4.58,11,condominium,yes,no,549000
,49.87,3,3,3.47,8,condominium,yes,no,498700
blockOfFlats,51.75,,6,2.66,10,condominium,yes,yes,499000
blockOfFlats,31.65,,1,2.31,9,condominium,no,no,369000
blockOfFlats,48,3,4,2.19,19,cooperative,yes,no,489000
,59.18,1,4,4.13,6,condominium,no,yes,699000
tenement,81.8,1,2,1.36,23,condominium,yes,no,596000
blockOfFlats,54,2,3,4.98,5,condominium,yes,no,540000
blockOfFlats,57,1,1,2.55,34,condominium,yes,no,592800
blockOfFlats,48.7,2,2,2.35,8,condominium,yes,no,359000
blockOfFlats,84.7,4,4,2.28,7,condominium,yes,no,769000
,63.75,4,5,6.24,18,condominium,no,yes,819000
blockOfFlats,26.5,1,4,2.05,39,condominium,no,,350000
tenement,44.8,3,5,0.9,62,condominium,yes,no,492800
blockOfFlats,79.6,2,4,3.49,17,condominium,yes,no,660000
blockOfFlats,57.4,1,9,2.66,10,cooperative,yes,yes,549000
blockOfFlats,52.4,,4,6.47,3,condominium,yes,yes,699000
blockOfFlats,52.88,1,3,5.79,13,condominium,yes,yes,560000
blockOfFlats,62,9,10,2.37,12,condominium,yes,yes,429000
blockOfFlats,44.66,2,3,5.2,5,condominium,yes,yes,599000
blockOfFlats,71.9,3,3,6.25,18,condominium,no,yes,749000
blockOfFlats,43.75,,3,2.46,11,condominium,no,no,460000
,49,2,5,1.02,14,condominium,yes,yes,686000
blockOfFlats,87.6,3,4,0.14,81,cooperative,yes,no,659000
blockOfFlats,77.35,2,4,1.35,27,condominium,yes,no,780000
blockOfFlats,44.8,4,4,2.66,10,condominium,yes,no,410000
,61,4,10,3.46,27,condominium,no,yes,582000
blockOfFlats,53,1,5,1.6,14,condominium,yes,yes,579000
,53.9,1,4,2.56,2,condominium,yes,no,538500
blockOfFlats,51.7,2,4,2.85,3,condominium,yes,no,507000
blockOfFlats,65.5,2,4,2.85,3,condominium,yes,no,642000
blockOfFlats,117,2,4,2.85,3,condominium,yes,no,1147000
blockOfFlats,39.2,5,10,4.31,9,condominium,yes,yes,419000
blockOfFlats,70,3,3,2.41,23,condominium,yes,no,558000
tenement,126,4,4,0.95,62,condominium,no,,950000
blockOfFlats,79.3,1,4,0.54,44,condominium,yes,no,619000
blockOfFlats,52.3,,10,1.39,19,condominium,yes,yes,420000
apartmentBuilding,56.72,2,17,3.08,20,condominium,yes,yes,680500
blockOfFlats,60.2,6,7,2.66,22,cooperative,yes,yes,620000
blockOfFlats,59.4,2,4,2.79,11,condominium,yes,no,575000
,48.17,3,3,2.14,26,condominium,yes,no,459000
blockOfFlats,65.75,1,2,4.73,0,condominium,yes,no,599000
blockOfFlats,60,4,4,2.14,27,condominium,yes,no,528000
blockOfFlats,31.25,,5,5.1,9,condominium,no,yes,435000
,61.38,,6,6.25,18,condominium,yes,yes,759000
blockOfFlats,46,3,4,3.29,23,cooperative,yes,no,415000
blockOfFlats,57,10,10,2.14,27,condominium,yes,yes,475000
blockOfFlats,55.19,,3,2.56,36,condominium,no,no,569000
blockOfFlats,49.89,2,3,3.89,9,condominium,yes,yes,570000
blockOfFlats,59.9,4,4,1.51,12,condominium,yes,no,530000
,55,,5,6.47,3,condominium,yes,yes,675000
blockOfFlats,37.78,3,4,1.12,34,condominium,no,no,439000
blockOfFlats,56.96,,5,5.38,3,condominium,yes,yes,619000
blockOfFlats,57.9,3,4,3.28,25,cooperative,yes,no,533000
blockOfFlats,51.7,2,3,2.98,8,condominium,yes,no,506660
blockOfFlats,49.13,1,4,1.64,14,condominium,yes,yes,485000
blockOfFlats,47.3,9,10,3.1,3,condominium,yes,yes,549000
blockOfFlats,72,,4,2.11,17,condominium,yes,no,639000
blockOfFlats,57,10,10,2.14,27,condominium,yes,yes,475000
blockOfFlats,62.51,3,3,2.37,13,cooperative,yes,no,610000
blockOfFlats,62,4,4,2.71,20,condominium,yes,no,499000
blockOfFlats,60.5,,4,3.37,20,condominium,no,,489000
blockOfFlats,57.35,1,3,6.25,18,condominium,yes,yes,780000
blockOfFlats,67.5,,4,2.66,20,cooperative,yes,no,685000
,56.23,3,3,6.47,3,condominium,yes,yes,629000
tenement,65.12,,3,0.16,110,condominium,no,no,639000
blockOfFlats,57.46,,3,5.93,10,condominium,no,yes,599000
blockOfFlats,43.3,1,4,1.48,11,condominium,yes,no,445000
tenement,70,1,4,0.61,83,condominium,yes,no,695000
blockOfFlats,52,,3,2.34,13,condominium,yes,yes,623000
blockOfFlats,38.26,10,11,1.37,21,condominium,yes,yes,409000
,64.74,2,3,3.74,8,condominium,yes,yes,845000
blockOfFlats,84.1,4,4,3.25,9,condominium,yes,no,649000
,52.01,2,4,5.52,7,condominium,yes,yes,629000
,44.88,,10,2.9,18,condominium,no,yes,439000
blockOfFlats,78.1,1,4,1.31,22,condominium,yes,no,669000
apartmentBuilding,55.6,1,3,5.25,2,condominium,yes,yes,589000
,63,,10,2.23,22,condominium,no,yes,650000
blockOfFlats,58.4,2,3,3.31,4,condominium,yes,no,525000
blockOfFlats,49.21,4,4,3.12,14,cooperative,yes,no,529000
tenement,57.13,2,4,0.85,75,condominium,no,,571000
blockOfFlats,49.2,1,3,2.66,10,condominium,yes,no,499000
,58,3,6,1.68,13,condominium,no,yes,559000
tenement,32.88,,4,0.64,59,condominium,no,no,379000
blockOfFlats,48.9,2,3,3.92,22,condominium,yes,no,450000
blockOfFlats,56.98,1,3,6.25,18,condominium,yes,yes,599000
blockOfFlats,79.9,,3,5.84,10,condominium,yes,yes,863000
blockOfFlats,47,2,3,3.54,5,condominium,yes,yes,649000
blockOfFlats,55.6,1,4,2.45,15,cooperative,yes,no,485000
blockOfFlats,51,10,10,1.27,16,cooperative,yes,yes,399000
blockOfFlats,58.4,3,3,4.95,10,condominium,no,no,696000
,57,4,4,3.18,32,condominium,no,,456000
blockOfFlats,58,3,3,2.66,10,condominium,no,yes,719000
blockOfFlats,46.11,1,4,0.36,100,condominium,yes,yes,599000
blockOfFlats,53,3,9,2.81,15,cooperative,no,yes,439000
,56,2,4,4.17,6,condominium,yes,yes,644000
blockOfFlats,48,4,4,4.43,18,condominium,yes,no,459000
blockOfFlats,61.01,2,4,1.26,18,cooperative,yes,no,649000
blockOfFlats,45,1,3,2.85,3,condominium,yes,yes,580000
tenement,64,2,4,1.12,38,condominium,no,,890000
,58.6,,4,4.23,5,condominium,yes,no,634500
blockOfFlats,50,3,4,2.61,31,condominium,yes,no,488000
apartmentBuilding,76.1,3,3,5.05,2,condominium,no,yes,879000
blockOfFlats,72,1,3,3.3,25,condominium,yes,no,792000
blockOfFlats,64.3,1,1,3.41,20,condominium,yes,no,619000
,91.99,1,1,5.93,0,condominium,yes,no,1149990
,34,1,3,0.31,113,condominium,no,no,500000
,62,9,10,2.21,20,condominium,no,yes,480000
,43,1,4,1.53,11,condominium,yes,no,449000
,77.51,3,3,3.45,3,condominium,yes,no,835000
blockOfFlats,50.2,1,3,2.9,2,condominium,yes,no,459000
blockOfFlats,68,3,4,5.66,11,cooperative,yes,no,735000
blockOfFlats,42.86,1,4,2.33,17,condominium,yes,no,449000
blockOfFlats,48.6,2,3,1.79,14,cooperative,yes,no,469000
blockOfFlats,57.9,1,4,3.37,9,condominium,yes,no,547155
blockOfFlats,46.49,,4,2.01,16,condominium,no,no,375000
blockOfFlats,68.01,9,11,5.04,9,cooperative,no,yes,668000
,75,,3,5.93,13,condominium,yes,no,649000
blockOfFlats,62.4,,3,5.14,5,condominium,no,yes,699900
blockOfFlats,76,2,4,2.3,31,condominium,yes,no,600900
blockOfFlats,58,3,4,4.17,8,condominium,yes,no,550000
,72,4,4,2.11,17,condominium,yes,no,567000
blockOfFlats,55.7,6,10,2.66,10,condominium,yes,yes,545000
blockOfFlats,49,8,10,1.79,14,condominium,yes,yes,489000
,81.52,3,3,4.23,5,condominium,yes,yes,735000
apartmentBuilding,73.13,1,6,5.22,1,condominium,yes,yes,887000
tenement,48.54,4,4,0.95,41,condominium,yes,no,469000
tenement,61.88,4,4,0.95,41,condominium,yes,no,730000
blockOfFlats,121.19,3,3,3.25,11,condominium,yes,no,1130000
blockOfFlats,47.87,,4,2.1,58,condominium,no,,495000
blockOfFlats,37,,4,2.63,25,condominium,no,,440000
,80,2,3,3.49,17,condominium,no,no,660000
blockOfFlats,48.9,2,3,3.92,22,condominium,yes,no,450000
,72,,4,5.95,7,condominium,yes,no,699000
blockOfFlats,48,1,5,0.43,90,condominium,yes,yes,599000
,95.7,3,3,2.2,7,condominium,yes,no,1099000
blockOfFlats,73,2,3,2.78,10,condominium,yes,no,599000
blockOfFlats,75.62,,4,3.57,5,condominium,yes,yes,831744
blockOfFlats,48.1,4,4,2.34,20,cooperative,yes,no,410000
,66.2,4,4,2.79,17,cooperative,no,,480000
