type,squareMeters,floor,floorCount,centreDistance,poiCount,ownership,hasBalcony,hasElevator,price
blockOfFlats,38.26,,3,8.4,0,condominium,no,yes,599000
blockOfFlats,38,4,10,2.14,27,condominium,no,yes,646000
apartmentBuilding,51,1,5,2.37,13,condominium,yes,yes,1116450
blockOfFlats,39,3,4,7.17,12,condominium,yes,no,580000
,133.9,2,4,0.62,171,condominium,no,,2400000
apartmentBuilding,60,2,2,3.59,0,condominium,yes,yes,1399000
blockOfFlats,77.73,9,9,7.17,12,condominium,yes,yes,893895
apartmentBuilding,48,,5,1.3,51,condominium,yes,yes,1299000
blockOfFlats,66.4,,4,5.82,10,condominium,yes,no,829000
blockOfFlats,58,3,4,6.24,14,condominium,no,no,899000
blockOfFlats,60,2,2,6.06,3,condominium,yes,no,960000
tenement,62.53,2,2,0.76,32,condominium,no,no,899000
apartmentBuilding,47,2,5,2.55,1,condominium,yes,yes,916000
blockOfFlats,39,3,4,7,17,condominium,yes,no,599000
,31,,1,4.35,19,condominium,no,no,465000
blockOfFlats,81.89,1,1,5.05,9,condominium,yes,no,950000
blockOfFlats,45,,4,5.55,11,condominium,no,yes,640000
blockOfFlats,61.87,1,3,2.01,5,condominium,yes,no,1050000
,34.69,1,9,1.76,13,condominium,no,yes,887250
apartmentBuilding,33,5,5,2.14,14,condominium,yes,yes,902000
,50.45,2,3,5.07,8,condominium,yes,no,790000
tenement,91.2,2,4,2.99,13,condominium,yes,yes,1820000
,44.2,,4,8.33,13,condominium,no,no,620000
,58.7,9,10,3.39,9,cooperative,yes,yes,825000
tenement,55.92,3,3,1.66,37,condominium,no,no,1370000
blockOfFlats,53.31,2,3,5.74,1,condominium,yes,no,879000
tenement,39,2,3,1.35,53,condominium,yes,no,679000
,45.86,,10,5.89,0,condominium,yes,no,580000
blockOfFlats,69.1,3,10,5,13,cooperative,yes,yes,930000
blockOfFlats,27.3,4,5,2.92,13,cooperative,no,no,429000
tenement,52.48,1,3,1.53,10,condominium,no,no,975000
blockOfFlats,75.48,4,4,3.36,14,condominium,yes,no,1299999
blockOfFlats,36,,4,7.15,23,cooperative,no,no,495000
blockOfFlats,37.89,6,10,2.73,23,cooperative,yes,yes,646000
blockOfFlats,46.16,10,10,3.92,23,condominium,no,yes,663000
blockOfFlats,63,2,4,3.27,7,condominium,yes,yes,1090000
blockOfFlats,84,5,5,6.27,2,condominium,yes,yes,1140000
blockOfFlats,45,6,10,3.18,13,condominium,yes,yes,779000
blockOfFlats,50,2,4,3.38,19,condominium,yes,no,715000
blockOfFlats,53,2,3,2.58,32,condominium,yes,no,795000
tenement,66.64,3,3,1.63,37,condominium,no,no,1200000
apartmentBuilding,50,3,3,3,6,condominium,yes,no,925000
blockOfFlats,63,1,3,9.41,0,condominium,yes,yes,998000
tenement,37.37,,5,2.47,14,condominium,no,no,498000
blockOfFlats,27.56,,3,7.34,28,condominium,no,no,527782
blockOfFlats,50.6,3,10,6.12,14,condominium,yes,yes,829520
,34.77,,10,5.43,11,condominium,yes,yes,560000
apartmentBuilding,57.5,,6,3.78,4,condominium,yes,yes,999000
apartmentBuilding,53,1,7,4.03,1,condominium,yes,yes,865000
,75.72,3,3,5.15,24,condominium,yes,no,1240000
apartmentBuilding,41.42,,5,0.49,89,condominium,no,yes,1077000
,45.3,1,3,4.67,6,condominium,yes,no,789000
blockOfFlats,66,3,7,7.45,19,condominium,yes,yes,899000
blockOfFlats,43.1,3,3,7,7,condominium,no,no,635000
,38,6,10,2.45,28,condominium,yes,yes,646000
blockOfFlats,56.92,7,10,2.58,9,condominium,no,no,995000
apartmentBuilding,47,2,5,3.24,1,condominium,yes,yes,849000
apartmentBuilding,47,2,5,3.24,1,condominium,yes,yes,849000
blockOfFlats,36.3,10,10,6.59,22,condominium,no,yes,520000
blockOfFlats,38.56,1,7,1.78,19,condominium,yes,yes,849000
blockOfFlats,55.3,7,10,6.2,7,condominium,yes,yes,685000
blockOfFlats,41.28,2,4,0.91,47,condominium,yes,yes,1099999
blockOfFlats,39.3,,7,6.66,13,condominium,yes,yes,590000
blockOfFlats,59,9,10,5.91,26,cooperative,yes,yes,740000
blockOfFlats,28.55,4,4,7.28,20,condominium,no,no,399000
,37,,2,1.44,21,condominium,no,no,695000
apartmentBuilding,128,5,5,5.79,1,condominium,yes,yes,2600000
blockOfFlats,54.5,3,4,6.77,15,condominium,yes,no,650000
tenement,50,2,5,0.88,25,condominium,no,yes,985000
blockOfFlats,46,5,5,4.35,19,condominium,yes,yes,736000
apartmentBuilding,30,4,14,3.04,12,condominium,yes,yes,645000
,42.12,1,5,5.25,3,condominium,yes,yes,789000
,47,3,5,6.12,23,condominium,no,no,710000
blockOfFlats,65,,4,2.09,4,condominium,yes,no,1190000
blockOfFlats,29.41,4,4,8.42,11,condominium,yes,yes,615000
blockOfFlats,36.8,2,3,4.94,8,condominium,no,no,499000
blockOfFlats,29,,3,7.94,35,condominium,no,no,570479
blockOfFlats,57.11,3,4,4.68,7,condominium,yes,no,895000
blockOfFlats,49.9,1,3,5.41,22,condominium,yes,yes,890000
tenement,36,1,2,8.59,4,condominium,no,no,529000
blockOfFlats,74.86,7,10,3.93,16,condominium,yes,yes,1100000
tenement,105,2,3,0.66,73,condominium,no,no,2500000
blockOfFlats,55.1,4,4,4.9,3,condominium,yes,no,729000
tenement,34,,2,1.66,25,condominium,no,no,667000
tenement,133.35,3,3,1.34,105,condominium,no,no,2200000
blockOfFlats,37.89,6,10,2.55,25,cooperative,yes,yes,646000
blockOfFlats,42,1,3,4.75,5,condominium,yes,yes,855000
blockOfFlats,42.99,2,7,5.89,0,condominium,no,yes,649000
blockOfFlats,45,3,10,5.89,0,cooperative,yes,yes,650000
blockOfFlats,43,,3,5.15,11,condominium,yes,no,669000
blockOfFlats,36,5,10,6.74,17,condominium,no,yes,510000
blockOfFlats,48.5,,2,7.93,34,condominium,no,no,648000
blockOfFlats,73,3,3,5.78,23,condominium,yes,no,980000
blockOfFlats,49.08,2,4,4.96,4,condominium,yes,yes,899000
blockOfFlats,38,6,10,2.73,23,cooperative,yes,yes,646000
blockOfFlats,42.5,3,11,4.39,4,condominium,no,yes,630000
blockOfFlats,37,1,4,5.4,12,condominium,yes,no,550000
tenement,70,,2,1.66,44,condominium,yes,no,1500000
blockOfFlats,48,2,4,4.02,20,condominium,no,no,763200
tenement,45.32,,1,1.47,21,condominium,no,no,695000
blockOfFlats,35.76,1,2,4.11,1,condominium,no,no,650000
blockOfFlats,34.3,7,7,7.42,13,condominium,yes,yes,515000
apartmentBuilding,54.78,1,4,3.26,9,condominium,yes,yes,1232550
tenement,78,3,3,2,26,condominium,yes,yes,1326000
blockOfFlats,50.6,2,5,1.1,23,condominium,yes,no,880000
blockOfFlats,47.5,5,8,7.44,19,condominium,no,yes,736000
blockOfFlats,49.5,1,5,3.86,23,condominium,yes,no,750000
blockOfFlats,35,7,7,7.5,12,condominium,yes,yes,519000
tenement,91,,3,0.3,60,condominium,no,no,2400000
,64.96,2,7,4.25,12,condominium,no,yes,1160000
apartmentBuilding,43,2,3,0.92,21,condominium,yes,yes,839000
blockOfFlats,53.25,2,3,5.66,2,condominium,yes,no,879000
blockOfFlats,57.57,7,10,6.89,25,condominium,yes,yes,750000
blockOfFlats,36.27,,10,4.04,11,cooperative,no,yes,580000
blockOfFlats,52,4,4,4.31,9,condominium,yes,no,749000
,26.77,,3,3.38,4,condominium,no,no,419000
blockOfFlats,47.1,4,4,5.95,22,condominium,yes,no,699000
blockOfFlats,58,4,4,1.65,27,cooperative,yes,no,790000
,40,2,3,4.06,9,condominium,no,no,679000
blockOfFlats,32,1,3,2.5,7,condominium,no,no,567000
blockOfFlats,35,,4,3.52,20,condominium,yes,no,549000
blockOfFlats,55.7,4,10,5.17,13,condominium,yes,yes,739000
apartmentBuilding,60,7,9,6.06,3,condominium,yes,yes,1200000
,62.4,4,4,6.16,23,condominium,no,no,799000
blockOfFlats,49,1,3,7.1,20,condominium,no,no,585000
,48,,2,1.31,18,condominium,no,no,660000
blockOfFlats,43.63,7,10,6.89,25,condominium,yes,yes,639000
blockOfFlats,36.04,3,4,2.88,8,condominium,yes,no,670000
,71.06,2,5,5.58,7,condominium,no,yes,987000
blockOfFlats,47.1,4,4,5.85,9,condominium,yes,no,699000
apartmentBuilding,45.77,,4,3.26,9,condominium,yes,no,1073950
apartmentBuilding,94,1,1,1.21,25,condominium,yes,yes,2100000
tenement,83.86,3,3,2.24,27,condominium,yes,no,1300000
apartmentBuilding,98,1,9,1.81,16,condominium,yes,yes,2427750
apartmentBuilding,58.88,8,13,3.26,9,condominium,yes,yes,1201152
blockOfFlats,72,4,4,2.23,17,condominium,yes,no,1090000
blockOfFlats,53.8,2,4,5.14,10,condominium,yes,yes,699000
blockOfFlats,39.3,,7,7.24,14,condominium,yes,no,590000
apartmentBuilding,45.41,2,4,1.46,48,condominium,no,yes,1225000
,65.7,1,4,3.84,17,condominium,no,,780000
,86.16,4,9,2.41,33,condominium,no,yes,1990000
blockOfFlats,121,3,4,3.87,0,condominium,yes,no,1644000
blockOfFlats,37,3,4,2.88,12,condominium,yes,no,670000
,48.76,2,5,4.44,8,condominium,yes,yes,697800
apartmentBuilding,37,4,7,1.81,18,condominium,yes,yes,830000
apartmentBuilding,32.36,2,5,4.9,3,condominium,yes,yes,669000
,73.5,2,5,7.5,28,condominium,yes,no,949000
apartmentBuilding,55,3,3,5.38,23,condominium,yes,no,810000
blockOfFlats,42,,3,5.26,1,condominium,yes,no,789000
blockOfFlats,54.5,6,10,6.3,12,cooperative,yes,yes,799000
blockOfFlats,54.5,6,10,6.3,12,cooperative,yes,yes,699000
blockOfFlats,59,2,4,7.34,28,cooperative,yes,no,785000
blockOfFlats,124,4,5,4.83,7,condominium,yes,no,1488000
blockOfFlats,66.34,1,2,4.02,4,condominium,yes,yes,970000
,47.63,5,8,7.73,11,condominium,no,yes,738000
blockOfFlats,53.4,3,5,5.52,15,condominium,yes,yes,795000
blockOfFlats,66,4,4,5.79,1,cooperative,yes,no,980000
blockOfFlats,52.9,9,10,6.56,17,cooperative,yes,yes,729000
blockOfFlats,35.4,4,10,4.2,17,condominium,no,yes,688000
blockOfFlats,58.4,1,10,3.33,8,condominium,yes,yes,999997
blockOfFlats,52.2,3,4,4.01,17,condominium,yes,no,735000
blockOfFlats,50,7,10,6.67,22,cooperative,yes,yes,799000
blockOfFlats,43.63,7,10,6.87,25,cooperative,yes,yes,639000
blockOfFlats,61.4,,4,5.4,22,condominium,yes,no,829000
tenement,73,3,3,4.19,9,condominium,no,no,980000
tenement,64.41,3,4,1.44,50,condominium,yes,no,936000
blockOfFlats,37,4,10,6.66,15,condominium,no,no,639000
blockOfFlats,36,2,4,7.69,17,condominium,no,no,639000
apartmentBuilding,36.71,1,4,2.04,11,condominium,yes,yes,719999
blockOfFlats,52,8,10,4.44,16,condominium,yes,yes,707000
blockOfFlats,46.27,5,5,5.4,19,condominium,yes,yes,730000
blockOfFlats,37,3,10,6.86,24,condominium,no,yes,469000
blockOfFlats,41,1,3,5.4,19,condominium,yes,no,715000
tenement,39.56,1,3,1.38,19,condominium,no,no,720000
,45,3,4,4.02,5,condominium,yes,no,630000
blockOfFlats,57,4,4,7.59,13,condominium,no,,684000
blockOfFlats,35.71,1,10,4.21,9,condominium,no,yes,600000
apartmentBuilding,89.6,1,1,4.11,14,condominium,no,no,1309500
blockOfFlats,56,,4,4.36,8,condominium,yes,no,735000
apartmentBuilding,84.8,,1,4.13,14,condominium,yes,no,1239500
apartmentBuilding,27.49,7,8,1.8,11,condominium,yes,yes,709000
apartmentBuilding,48.34,2,4,8.7,4,condominium,yes,no,749000
,38,6,6,6.37,21,condominium,yes,no,680000
blockOfFlats,108.2,4,8,5.79,1,cooperative,yes,yes,1850000
blockOfFlats,40.9,5,10,6.65,20,condominium,no,yes,689000
blockOfFlats,45.09,1,3,7.18,7,condominium,yes,no,675000
blockOfFlats,72.3,2,4,5.02,10,condominium,no,no,930000
blockOfFlats,51.26,3,3,7.28,22,condominium,yes,no,849000
blockOfFlats,40.5,,5,1.98,21,condominium,no,no,747000
tenement,123,4,4,0.86,198,condominium,no,yes,2600000
blockOfFlats,47.63,,,7.41,17,condominium,no,,720000
blockOfFlats,40.5,3,4,6.39,23,condominium,no,,545000
blockOfFlats,61,2,2,4.94,8,condominium,yes,no,880000
blockOfFlats,43.63,7,10,6.97,27,condominium,no,yes,655000
apartmentBuilding,63.38,3,3,3.6,0,condominium,yes,yes,1555000
,51.7,,1,7.29,3,condominium,no,no,698000
blockOfFlats,41.08,5,7,7.52,13,condominium,yes,yes,540000
,84.8,,1,4.09,15,condominium,no,no,1239500
blockOfFlats,29,3,3,1.66,37,condominium,no,no,659000
tenement,36.16,,4,1.32,14,condominium,yes,no,739000
apartmentBuilding,73.19,4,8,2.42,17,condominium,no,yes,1790000
tenement,77,2,2,1.66,37,condominium,yes,no,1378000
tenement,35,,4,1.76,27,condominium,no,,850000
blockOfFlats,67.5,3,4,7.02,5,condominium,yes,yes,850000
blockOfFlats,34.89,,18,3.18,13,cooperative,no,yes,550000
blockOfFlats,58.11,8,10,4.78,9,condominium,yes,yes,999000
tenement,105.9,2,4,2.62,30,condominium,yes,no,1599000
blockOfFlats,34,3,4,7.47,29,condominium,yes,no,530000
blockOfFlats,39.41,5,5,4.28,13,condominium,no,yes,650000
,36.73,1,2,1.63,34,condominium,no,no,757260
,36.06,2,2,1.63,34,condominium,no,no,757260
blockOfFlats,45.5,,2,7.34,28,condominium,no,no,590000
blockOfFlats,46,,4,7.74,28,condominium,no,no,552000
blockOfFlats,30.53,,5,2.78,10,condominium,yes,yes,656395
blockOfFlats,51.18,,5,2.78,10,condominium,yes,yes,1104200
blockOfFlats,48,10,10,1.8,9,condominium,no,yes,830000
blockOfFlats,41,1,3,5.4,19,condominium,yes,no,715498
blockOfFlats,46.36,2,2,5.41,22,condominium,yes,no,720000
blockOfFlats,65,,3,5.95,6,condominium,yes,no,850000
,40.28,2,3,2.14,14,condominium,yes,yes,1050000
apartmentBuilding,30,4,14,2.55,30,condominium,yes,yes,650000
blockOfFlats,47,6,6,7.61,15,condominium,yes,yes,839999
tenement,115.2,2,3,1,119,condominium,yes,no,2250000
blockOfFlats,31,1,7,5.37,15,condominium,yes,yes,539000
blockOfFlats,43.58,4,4,6.57,21,condominium,yes,no,650000
blockOfFlats,33,7,7,5.67,10,condominium,yes,yes,547000
blockOfFlats,46.48,5,5,4.6,12,condominium,yes,yes,743680
blockOfFlats,49.08,,4,4.9,3,condominium,no,no,649900
blockOfFlats,49.5,9,11,6.25,2,condominium,yes,yes,659000
blockOfFlats,52.03,8,8,2.32,24,condominium,yes,yes,895000
apartmentBuilding,67.64,,3,6.7,0,condominium,no,yes,1215000
,49.5,,2,4.35,19,condominium,yes,no,695000
apartmentBuilding,53.25,5,5,2.25,26,condominium,yes,yes,1060000
apartmentBuilding,60,,4,3.78,17,condominium,yes,yes,1015000
blockOfFlats,66.34,1,2,3.72,3,condominium,yes,yes,890000
,50,9,11,5.79,3,condominium,no,yes,659000
blockOfFlats,39.5,4,10,5.89,0,condominium,yes,yes,649000
blockOfFlats,52.87,,4,9.36,1,condominium,yes,no,699000
blockOfFlats,51,3,4,4.9,3,condominium,yes,no,570000
apartmentBuilding,56,2,2,2.23,20,condominium,yes,yes,1105843
tenement,49,3,5,0.5,120,condominium,yes,yes,1104700
apartmentBuilding,33.8,2,2,1.72,34,condominium,yes,yes,895700
tenement,109,1,4,0.71,124,condominium,no,no,2600000
tenement,80,2,2,1.77,32,condominium,no,no,1440000
blockOfFlats,55,2,6,1.19,18,condominium,yes,yes,1200339
tenement,40,2,3,1.46,31,condominium,yes,no,1080000
tenement,60.75,,4,1.1,39,condominium,no,,1021000
blockOfFlats,30.5,1,10,2.32,29,cooperative,yes,yes,765000
blockOfFlats,50.2,2,5,6.05,6,condominium,yes,yes,750350
blockOfFlats,56,6,7,4.57,10,condominium,yes,yes,956000
,39,,7,2.14,14,condominium,no,yes,975000
blockOfFlats,48,3,4,7.13,21,condominium,no,no,689000
,32.3,4,10,4.9,3,condominium,yes,yes,550000
,124.93,1,1,6.5,1,condominium,no,no,2024464
blockOfFlats,52,1,1,5.32,2,condominium,yes,no,810000
,47.41,2,4,7.33,16,condominium,yes,no,599000
blockOfFlats,37,3,10,6.86,24,condominium,no,yes,459000
apartmentBuilding,80,3,3,9.59,0,condominium,yes,no,1139000
,65.82,1,2,4.35,19,condominium,yes,no,1090000
,46.83,1,3,7.18,5,condominium,yes,no,749000
apartmentBuilding,66,3,5,5.9,7,condominium,yes,yes,1089000
blockOfFlats,47.1,1,4,2.15,25,condominium,yes,no,670000
blockOfFlats,43.63,7,10,6.86,24,condominium,no,yes,638000
,27,4,4,6.12,4,condominium,yes,no,540000
blockOfFlats,56.92,1,3,4.01,8,condominium,no,yes,808264
blockOfFlats,57.11,,3,4.09,4,condominium,no,yes,856650
tenement,125.2,2,3,1.53,58,condominium,yes,no,2199000
apartmentBuilding,37.35,1,3,5.92,3,condominium,yes,no,690000
blockOfFlats,42.29,6,7,4.44,16,condominium,no,yes,668182
tenement,64,1,3,0.28,128,condominium,yes,no,1280000
blockOfFlats,42.5,4,4,7.49,17,condominium,yes,yes,629000
blockOfFlats,60,1,4,4.79,9,condominium,yes,no,920000
tenement,64,1,4,0.3,118,condominium,no,,1350000
blockOfFlats,54.97,,10,5.79,1,condominium,no,yes,819000
blockOfFlats,47,2,2,7.41,27,condominium,yes,no,599000
,42.41,5,5,5.47,5,condominium,yes,no,720970
tenement,60,4,4,1.04,62,condominium,no,,1300000
tenement,34.45,2,3,1.42,49,condominium,no,no,875000
blockOfFlats,86,2,2,8.79,0,condominium,no,no,989000
,78,1,8,1.88,22,condominium,no,yes,1900000
blockOfFlats,43.63,7,10,7.34,28,cooperative,yes,yes,653147
,50,2,2,7.78,1,condominium,yes,no,814724
apartmentBuilding,63.21,5,9,3.37,10,condominium,yes,yes,1330000
blockOfFlats,56.14,2,4,6.88,25,condominium,no,,645000
blockOfFlats,33.78,3,3,7.34,28,condominium,yes,no,699000
,33,2,2,8.56,4,condominium,no,no,469000
,43,,4,2.32,32,condominium,no,,690000
,32,4,5,3.77,8,condominium,yes,yes,639000
apartmentBuilding,26,,5,2.14,14,condominium,no,yes,634000
blockOfFlats,39,1,9,7.82,6,condominium,yes,yes,685000
apartmentBuilding,69,7,17,4.41,15,condominium,yes,yes,1280000
blockOfFlats,61.3,1,2,3.2,3,condominium,yes,no,1000000
,73,2,3,5.63,16,condominium,no,no,1050000
tenement,77,2,2,1.67,38,condominium,yes,no,1378300
apartmentBuilding,49,2,3,5.2,5,condominium,yes,no,760000
apartmentBuilding,52,,3,3.66,13,condominium,yes,yes,1249000
apartmentBuilding,76,,2,5.11,4,condominium,no,no,1039000
apartmentBuilding,44.6,1,4,3.6,14,condominium,yes,no,850000
blockOfFlats,41,3,4,6.27,28,cooperative,yes,no,545000
apartmentBuilding,32.8,5,5,2.25,12,condominium,yes,yes,902000
blockOfFlats,44.97,1,7,3.76,3,condominium,yes,yes,759993
apartmentBuilding,32.98,2,5,2.25,12,condominium,yes,yes,854182
blockOfFlats,47.16,,4,0.36,141,condominium,no,yes,614000
blockOfFlats,34.5,,4,0.37,141,condominium,no,yes,450000
blockOfFlats,82.12,1,8,3.79,4,condominium,yes,yes,1179000
blockOfFlats,30,,4,4.94,8,condominium,yes,no,540000
blockOfFlats,34.28,1,4,3.88,27,condominium,yes,no,561000
blockOfFlats,48,6,9,6.81,10,condominium,no,yes,839000
blockOfFlats,37.35,1,3,5.92,3,condominium,yes,yes,690000
blockOfFlats,47.2,2,3,7.74,28,condominium,yes,no,680000
,46.74,1,2,8.17,15,condominium,yes,no,630000
tenement,95,2,4,0.76,32,condominium,no,no,1750000
blockOfFlats,38.5,1,4,7.14,9,condominium,yes,no,710000
blockOfFlats,48,10,10,1.44,18,cooperative,yes,yes,855000
blockOfFlats,52.5,,4,6.78,8,condominium,no,no,749000
blockOfFlats,33.78,,3,9.81,9,condominium,no,no,699000
tenement,37.98,,2,1.46,22,condominium,no,no,695000
,45,2,2,1.56,39,condominium,no,no,837000
apartmentBuilding,51.83,4,6,5.82,1,condominium,no,yes,720437
blockOfFlats,63.83,3,4,4.21,4,condominium,yes,yes,795000
blockOfFlats,44.34,2,9,7.65,11,condominium,no,yes,740000
apartmentBuilding,58,2,3,4.99,10,condominium,yes,no,800000
blockOfFlats,59.19,,3,4.11,11,condominium,yes,yes,1370000
apartmentBuilding,42.44,,4,5.89,0,condominium,no,,695000
blockOfFlats,42.44,,3,5.67,10,condominium,yes,yes,695000
,40.5,3,4,6.35,27,condominium,yes,no,510000
,77,1,6,2.73,8,condominium,yes,yes,1439000
apartmentBuilding,27,3,5,1.63,37,condominium,no,yes,659000
blockOfFlats,40.5,1,3,8.91,0,condominium,yes,no,610000
apartmentBuilding,27.49,7,8,1.52,18,condominium,yes,yes,709900
blockOfFlats,42.15,1,4,4.11,18,condominium,no,no,650000
blockOfFlats,32.6,7,10,6.81,19,cooperative,no,yes,519000
blockOfFlats,37.35,1,3,5.51,2,condominium,yes,yes,690000
blockOfFlats,36,3,3,9.75,9,condominium,yes,no,699000
blockOfFlats,58.7,1,4,5.67,10,condominium,yes,yes,907091
blockOfFlats,38.5,4,10,6.69,19,condominium,no,yes,649000
blockOfFlats,27.57,1,5,4.39,4,condominium,yes,yes,560000
apartmentBuilding,66.65,,1,7.35,1,condominium,yes,no,1260000
blockOfFlats,34,,10,3.18,13,condominium,no,yes,550000
blockOfFlats,47,2,4,8.33,13,condominium,no,no,647500
tenement,63.19,3,3,0.65,84,condominium,yes,no,1326000
tenement,37.5,4,4,1.52,56,condominium,no,,549000
apartmentBuilding,50.28,4,4,4.85,6,condominium,yes,yes,865000
,43.12,2,2,2.73,17,condominium,no,no,780000
apartmentBuilding,38.52,1,5,2.11,12,condominium,yes,yes,940000
tenement,70,2,3,1.45,42,condominium,no,no,1520000
blockOfFlats,45.3,10,10,3.47,14,condominium,no,yes,725000
apartmentBuilding,55.14,,5,0.76,53,condominium,no,yes,1599000
apartmentBuilding,36,5,5,2.14,14,condominium,yes,yes,999000
tenement,47.1,,4,1.77,28,condominium,no,yes,519000
tenement,66.62,4,4,0.9,22,condominium,no,no,1190000
blockOfFlats,33.17,3,3,4.28,13,condominium,no,yes,650000
blockOfFlats,28,,2,8.84,6,cooperative,no,no,410000
blockOfFlats,69,1,3,4.35,5,condominium,yes,no,993600
,56,2,10,6.81,19,condominium,no,yes,750000
blockOfFlats,52,10,13,7.45,19,condominium,yes,yes,778000
blockOfFlats,44.05,6,10,7.02,24,condominium,yes,yes,620000
,71.51,1,6,4.41,7,condominium,yes,yes,1065000
blockOfFlats,72,4,4,5.03,6,condominium,no,no,849000
blockOfFlats,37,3,4,7.33,27,condominium,no,,575000
,50.3,1,2,3.25,22,condominium,no,no,1395000
tenement,71,4,5,1.6,48,condominium,no,no,1450000
apartmentBuilding,52,,4,3.53,2,condominium,yes,yes,1247500
,34,,2,8.05,29,condominium,no,no,490000
blockOfFlats,34.2,,4,5.08,5,condominium,yes,no,499000
blockOfFlats,54.5,1,3,9.45,0,condominium,yes,no,815000
blockOfFlats,37,3,4,2.9,8,cooperative,yes,no,670000
,37,4,4,4.41,8,condominium,no,,535000
blockOfFlats,77,1,6,2.03,20,condominium,no,yes,1439000
blockOfFlats,75.61,3,4,2.03,20,condominium,yes,yes,1512000
blockOfFlats,49,3,3,6.45,0,condominium,no,no,1020000
,93,2,2,6.55,5,condominium,yes,no,1799999
blockOfFlats,32,4,8,5.53,19,condominium,yes,yes,550000
blockOfFlats,43.63,7,10,6.86,24,condominium,yes,yes,639000
,32,4,5,3.77,8,condominium,yes,yes,639000
blockOfFlats,32.8,3,5,5.39,6,condominium,yes,yes,549000
blockOfFlats,55,2,3,4.12,6,condominium,no,no,679000
apartmentBuilding,56.93,2,2,2.02,7,condominium,yes,yes,1299500
blockOfFlats,34.28,1,4,3.65,15,cooperative,yes,no,561000
blockOfFlats,53.25,3,4,5.43,21,condominium,yes,yes,949000
blockOfFlats,51.5,1,1,5.99,3,cooperative,yes,no,687000
blockOfFlats,63.8,2,8,5.7,13,condominium,no,yes,950000
blockOfFlats,49,2,2,4.01,9,condominium,yes,no,788000
blockOfFlats,40.4,,6,4.9,3,condominium,no,yes,650000
blockOfFlats,52.91,2,3,8.18,15,condominium,no,no,777000
apartmentBuilding,76.14,3,4,4.35,19,condominium,yes,yes,1070000
apartmentBuilding,71,5,6,4.28,11,condominium,no,yes,1180000
,60,6,8,3.78,4,condominium,no,yes,939000
apartmentBuilding,42,4,6,4.28,11,condominium,yes,yes,680000
apartmentBuilding,74,1,8,4.61,8,condominium,yes,yes,899000
,39.15,,7,2.77,6,condominium,yes,yes,799000
,57,,8,3.78,4,condominium,yes,yes,1000000
apartmentBuilding,67.09,4,7,2.77,6,condominium,yes,yes,1350000
apartmentBuilding,42,1,3,4.83,6,condominium,yes,no,749000
apartmentBuilding,49.08,,7,2.77,6,condominium,no,yes,979000
apartmentBuilding,42,1,3,4.83,6,condominium,yes,no,709000
,45.57,1,7,2.77,6,condominium,yes,yes,849000
blockOfFlats,58,,10,4.08,13,condominium,yes,no,790000
tenement,64,1,1,2.04,18,condominium,yes,yes,1290000
blockOfFlats,53.69,3,8,5.28,9,condominium,yes,yes,690000
blockOfFlats,34.11,7,7,7.52,13,condominium,yes,yes,579000
